Height,BMI,Sex,Weight
189.1,30.76,Male,110.0
185.3,26.12,Male,89.7
181.1,28.17,Male,92.4
186.9,28.93,Male,101.1
180.1,31.28,Male,101.5
185.5,22.31,Male,76.8
182.2,29.33,Male,97.4
172.1,27.52,Male,81.5
194.9,22.72,Male,86.3
179.2,32.13,Male,103.2
173.4,26.57,Male,79.9
173.2,28.62,Male,85.9
183.3,28.63,Male,96.2
178.5,25.18,Male,80.2
187.4,28.59,Male,100.4
190.4,30.54,Male,110.7
174.0,26.0,Male,78.7
180.7,28.92,Male,94.4
180.0,26.56,Male,86.1
168.1,29.3,Male,82.8
183.8,34.26,Male,115.7
174.1,28.27,Male,85.7
173.6,28.35,Male,85.4
182.5,26.14,Male,87.1
175.8,29.81,Male,92.1
178.0,25.04,Male,79.3
176.5,30.32,Male,94.5
183.0,25.37,Male,85.0
187.4,30.52,Male,107.2
177.8,20.94,Male,66.2
180.2,30.0,Male,97.4
172.8,31.25,Male,93.3
179.8,23.93,Male,77.4
171.8,36.62,Male,108.1
193.1,32.46,Male,121.0
175.6,34.24,Male,105.6
176.5,31.56,Male,98.3
183.8,31.97,Male,108.0
178.4,29.15,Male,92.8
179.6,29.12,Male,93.9
180.4,27.45,Male,89.3
178.1,29.57,Male,93.8
169.0,20.72,Male,59.2
186.6,26.05,Male,90.7
187.5,31.43,Male,110.5
173.7,23.57,Male,71.1
178.8,26.76,Male,85.6
185.8,29.89,Male,103.2
178.6,29.62,Male,94.5
177.3,30.32,Male,95.3
178.0,28.17,Male,89.3
172.2,28.04,Male,83.1
189.0,25.39,Male,90.7
175.9,31.26,Male,96.7
180.6,32.37,Male,105.6
182.9,34.81,Male,116.4
180.9,25.42,Male,83.2
180.0,30.06,Male,97.4
186.0,28.32,Male,98.0
193.3,25.3,Male,94.5
182.4,30.12,Male,100.2
184.8,20.08,Male,68.6
195.5,29.82,Male,114.0
177.8,24.45,Male,77.3
180.3,21.76,Male,70.7
193.3,27.04,Male,101.0
185.3,26.82,Male,92.1
185.4,32.43,Male,111.5
192.9,19.43,Male,72.3
185.0,21.4,Male,73.2
186.2,25.79,Male,89.4
183.8,18.37,Male,62.1
183.3,22.39,Male,75.2
172.9,28.92,Male,86.5
185.6,27.14,Male,93.5
193.5,28.19,Male,105.5
193.8,29.33,Male,110.2
182.4,23.25,Male,77.4
174.6,30.81,Male,93.9
196.1,29.38,Male,113.0
185.3,24.01,Male,82.4
175.2,24.11,Male,74.0
175.6,27.96,Male,86.2
175.0,29.43,Male,90.1
179.6,23.24,Male,75.0
176.1,25.31,Male,78.5
177.2,28.51,Male,89.5
181.8,26.7,Male,88.2
185.0,33.29,Male,113.9
179.8,25.76,Male,83.3
190.7,24.26,Male,88.2
172.4,27.89,Male,82.9
184.3,30.95,Male,105.1
161.7,28.37,Male,74.2
177.4,28.62,Male,90.1
172.9,28.28,Male,84.5
164.5,25.05,Male,67.8
183.4,24.6,Male,82.7
182.0,33.23,Male,110.1
173.8,30.36,Male,91.7
176.3,31.85,Male,99.0
177.4,27.78,Male,87.4
191.7,28.88,Male,106.1
179.0,23.06,Male,73.9
189.9,19.11,Male,68.9
180.4,35.85,Male,116.7
179.5,31.55,Male,101.7
173.2,25.94,Male,77.8
185.7,27.63,Male,95.3
179.0,29.18,Male,93.5
171.5,28.91,Male,85.0
182.6,29.74,Male,99.2
189.2,34.0,Male,121.7
174.4,29.58,Male,90.0
179.4,36.03,Male,116.0
171.3,34.0,Male,99.8
170.2,28.17,Male,81.6
172.8,29.05,Male,86.7
179.3,24.11,Male,77.5
186.5,27.36,Male,95.2
170.5,31.57,Male,91.8
177.1,35.47,Male,111.2
173.8,27.85,Male,84.1
184.7,29.36,Male,100.2
178.9,28.93,Male,92.6
172.2,24.99,Male,74.1
172.1,27.57,Male,81.7
185.7,31.24,Male,107.7
176.8,32.59,Male,101.9
164.8,24.95,Male,67.8
180.9,28.88,Male,94.5
166.7,24.93,Male,69.3
181.8,27.57,Male,91.1
179.7,31.63,Male,102.1
179.8,24.7,Male,79.9
193.7,23.49,Male,88.1
173.5,27.55,Male,82.9
184.8,29.81,Male,101.8
189.2,25.47,Male,91.2
180.3,28.42,Male,92.4
180.3,29.26,Male,95.1
173.8,24.25,Male,73.3
183.1,23.12,Male,77.5
184.6,23.7,Male,80.8
182.1,23.48,Male,77.9
182.4,31.74,Male,105.6
175.6,30.3,Male,93.4
183.9,26.79,Male,90.6
179.6,28.54,Male,92.1
194.1,26.11,Male,98.4
182.7,29.23,Male,97.6
191.1,25.8,Male,94.2
179.8,33.79,Male,109.2
169.2,31.51,Male,90.2
177.5,26.26,Male,82.7
185.1,22.38,Male,76.7
179.8,27.49,Male,88.9
188.5,29.0,Male,103.0
177.3,23.07,Male,72.5
177.0,33.03,Male,103.5
170.0,33.23,Male,96.0
181.9,31.12,Male,103.0
186.6,24.98,Male,87.0
178.0,29.22,Male,92.6
177.8,30.7,Male,97.1
176.9,25.26,Male,79.0
172.7,24.08,Male,71.8
179.3,33.49,Male,107.7
182.9,33.35,Male,111.6
186.6,22.79,Male,79.4
180.5,31.52,Male,102.7
178.3,19.47,Male,61.9
176.7,27.34,Male,85.4
173.8,25.81,Male,78.0
178.0,22.86,Male,72.4
182.6,32.17,Male,107.3
186.1,20.89,Male,72.3
186.9,22.06,Male,77.1
184.5,20.15,Male,68.6
187.9,28.34,Male,100.1
194.9,29.08,Male,110.5
185.9,23.96,Male,82.8
182.8,24.63,Male,82.3
179.7,24.59,Male,79.4
167.5,23.57,Male,66.1
180.9,27.81,Male,91.0
181.8,22.98,Male,76.0
163.6,32.05,Male,85.8
181.1,30.2,Male,99.0
184.2,23.2,Male,78.7
174.2,30.88,Male,93.7
193.2,24.78,Male,92.5
175.8,29.51,Male,91.2
191.9,28.47,Male,104.8
195.7,31.14,Male,119.3
182.9,23.74,Male,79.4
190.4,27.91,Male,101.2
186.8,28.65,Male,100.0
179.6,23.25,Male,75.0
179.2,29.87,Male,95.9
182.3,20.12,Male,66.9
184.5,26.5,Male,90.2
180.4,26.98,Male,87.8
186.5,24.23,Male,84.3
184.3,24.63,Male,83.7
180.3,24.46,Male,79.5
173.2,22.3,Male,66.9
179.8,28.53,Male,92.2
180.5,25.93,Male,84.5
179.3,24.34,Male,78.2
190.6,35.21,Male,127.9
190.5,25.66,Male,93.1
173.9,30.58,Male,92.5
172.7,24.95,Male,74.4
181.3,21.16,Male,69.6
178.4,24.41,Male,77.7
187.9,25.17,Male,88.9
184.5,26.94,Male,91.7
179.1,29.35,Male,94.1
187.1,28.54,Male,99.9
176.6,25.85,Male,80.6
180.3,33.48,Male,108.8
178.6,23.39,Male,74.6
197.4,24.81,Male,96.7
169.4,23.97,Male,68.8
183.4,33.07,Male,111.2
180.7,26.39,Male,86.2
188.7,27.88,Male,99.3
183.6,29.09,Male,98.1
184.1,25.85,Male,87.6
175.8,33.26,Male,102.8
187.0,25.1,Male,87.8
184.6,32.89,Male,112.1
178.6,27.34,Male,87.2
179.9,27.81,Male,90.0
185.0,32.4,Male,110.9
168.3,25.51,Male,72.3
171.7,31.5,Male,92.9
190.6,18.73,Male,68.0
178.7,27.81,Male,88.8
182.9,35.61,Male,119.1
180.3,28.47,Male,92.6
172.9,23.12,Male,69.1
172.3,25.49,Male,75.7
180.9,22.79,Male,74.6
178.3,33.75,Male,107.3
158.1,28.38,Male,70.9
176.2,26.21,Male,81.4
186.3,33.97,Male,117.9
163.3,25.21,Male,67.2
188.7,28.87,Male,102.8
186.0,30.78,Male,106.5
182.0,23.84,Male,79.0
183.7,29.31,Male,98.9
191.0,32.87,Male,119.9
190.6,31.21,Male,113.4
187.0,23.09,Male,80.7
191.4,27.84,Male,102.0
179.9,23.38,Male,75.7
189.6,20.32,Male,73.0
187.2,35.38,Male,124.0
186.7,23.11,Male,80.6
186.9,28.18,Male,98.4
184.4,32.09,Male,109.1
180.1,31.75,Male,103.0
185.4,34.48,Male,118.5
186.2,27.97,Male,97.0
194.8,28.53,Male,108.3
191.5,23.46,Male,86.0
176.8,31.48,Male,98.4
168.2,35.08,Male,99.2
173.6,31.61,Male,95.3
167.3,27.48,Male,76.9
189.9,28.23,Male,101.8
178.3,27.77,Male,88.3
182.0,29.55,Male,97.9
183.2,25.07,Male,84.1
182.8,24.52,Male,81.9
191.7,22.87,Male,84.0
177.6,29.91,Male,94.3
179.0,24.94,Male,79.9
178.7,16.54,Male,52.8
167.8,31.99,Male,90.1
188.0,25.8,Male,91.2
177.6,27.03,Male,85.3
175.0,31.79,Male,97.4
185.2,23.99,Male,82.3
184.5,24.66,Male,83.9
173.4,27.69,Male,83.3
173.7,25.63,Male,77.3
199.1,25.07,Male,99.4
177.0,32.04,Male,100.4
178.3,22.23,Male,70.7
182.9,21.85,Male,73.1
177.7,22.07,Male,69.7
180.0,28.34,Male,91.8
176.8,24.07,Male,75.2
195.5,23.63,Male,90.3
180.6,28.25,Male,92.1
174.0,32.04,Male,97.0
182.6,25.95,Male,86.5
187.4,29.4,Male,103.2
178.5,24.9,Male,79.3
183.2,30.4,Male,102.0
187.7,23.46,Male,82.7
178.0,30.93,Male,98.0
187.4,25.38,Male,89.1
178.2,26.19,Male,83.2
177.0,27.95,Male,87.6
174.3,30.92,Male,93.9
180.4,27.8,Male,90.5
188.4,19.15,Male,68.0
180.7,20.03,Male,65.4
187.4,28.3,Male,99.4
180.4,33.99,Male,110.6
182.5,24.0,Male,79.9
181.6,24.7,Male,81.5
173.2,26.37,Male,79.1
191.4,26.36,Male,96.6
184.1,27.75,Male,94.1
197.5,27.17,Male,106.0
184.9,26.91,Male,92.0
165.0,22.1,Male,60.2
189.4,22.26,Male,79.9
182.2,29.66,Male,98.5
178.6,22.04,Male,70.3
182.0,24.8,Male,82.1
184.0,23.72,Male,80.3
180.4,31.7,Male,103.2
188.4,28.19,Male,100.1
188.0,17.82,Male,63.0
179.7,27.12,Male,87.6
178.9,26.01,Male,83.2
185.6,28.05,Male,96.6
191.7,31.39,Male,115.4
185.2,26.42,Male,90.6
172.5,28.09,Male,83.6
182.1,29.32,Male,97.2
182.8,25.06,Male,83.7
172.2,23.69,Male,70.2
175.7,24.98,Male,77.1
182.0,29.76,Male,98.6
176.7,25.87,Male,80.8
184.8,33.66,Male,115.0
192.5,26.59,Male,98.5
201.7,28.82,Male,117.2
188.6,23.34,Male,83.0
175.0,23.66,Male,72.5
180.3,26.71,Male,86.8
179.8,29.92,Male,96.7
181.6,36.33,Male,119.8
190.8,28.78,Male,104.8
181.6,25.95,Male,85.6
170.1,21.87,Male,63.3
172.3,18.37,Male,54.5
184.3,25.24,Male,85.7
183.7,26.21,Male,88.4
184.7,28.42,Male,97.0
177.7,27.23,Male,86.0
163.9,23.63,Male,63.5
176.8,29.2,Male,91.3
181.1,26.58,Male,87.2
186.1,27.52,Male,95.3
192.9,25.57,Male,95.1
185.7,30.24,Male,104.3
185.9,24.86,Male,85.9
168.6,30.09,Male,85.5
191.4,29.7,Male,108.8
177.8,28.96,Male,91.6
180.4,25.98,Male,84.5
166.4,27.5,Male,76.1
174.9,30.9,Male,94.5
178.6,22.38,Male,71.4
187.6,24.82,Male,87.4
178.3,30.49,Male,96.9
171.7,22.63,Male,66.7
202.4,28.18,Male,115.4
195.8,21.87,Male,83.8
188.4,30.91,Male,109.7
184.7,25.01,Male,85.3
178.7,21.62,Male,69.0
188.3,29.93,Male,106.1
172.3,26.92,Male,79.9
172.9,28.79,Male,86.1
180.3,31.7,Male,103.1
176.1,24.82,Male,77.0
171.8,25.35,Male,74.8
189.2,22.85,Male,81.8
189.7,27.57,Male,99.2
164.7,35.2,Male,95.5
190.0,24.95,Male,90.1
178.3,17.11,Male,54.4
186.1,20.12,Male,69.7
189.8,24.63,Male,88.7
189.3,35.25,Male,126.3
174.1,22.0,Male,66.7
178.8,21.62,Male,69.1
185.9,23.27,Male,80.4
179.8,35.29,Male,114.1
173.0,32.54,Male,97.4
173.5,27.56,Male,83.0
175.1,28.57,Male,87.6
178.6,31.33,Male,99.9
191.9,25.61,Male,94.3
182.6,27.48,Male,91.6
184.9,25.68,Male,87.8
181.9,27.48,Male,90.9
182.3,28.81,Male,95.7
166.1,33.16,Male,91.5
176.3,27.94,Male,86.8
172.4,26.85,Male,79.8
167.3,24.4,Male,68.3
180.7,33.99,Male,111.0
180.0,24.81,Male,80.4
176.5,31.8,Male,99.1
189.7,24.34,Male,87.6
180.1,25.55,Male,82.9
184.0,35.4,Male,119.9
188.7,29.61,Male,105.4
186.9,32.05,Male,112.0
170.8,28.3,Male,82.6
171.0,23.69,Male,69.3
179.2,32.34,Male,103.9
189.5,32.05,Male,115.1
188.8,19.98,Male,71.2
174.7,22.08,Male,67.4
185.8,28.07,Male,96.9
190.6,31.55,Male,114.6
179.6,30.1,Male,97.1
180.2,25.65,Male,83.3
191.5,27.93,Male,102.4
169.5,28.5,Male,81.9
178.9,26.96,Male,86.3
187.3,26.95,Male,94.5
193.2,33.97,Male,126.8
177.9,23.02,Male,72.9
184.1,21.78,Male,73.8
164.5,24.11,Male,65.2
169.8,30.62,Male,88.3
193.3,26.44,Male,98.8
176.3,23.81,Male,74.0
178.0,30.04,Male,95.2
177.9,27.63,Male,87.4
181.1,34.94,Male,114.6
175.1,36.49,Male,111.9
178.6,23.29,Male,74.3
168.5,28.71,Male,81.5
185.6,24.61,Male,84.8
176.4,24.78,Male,77.1
169.1,25.48,Male,72.9
169.6,22.47,Male,64.6
171.0,27.47,Male,80.3
169.5,27.66,Male,79.5
177.1,27.53,Male,86.3
177.7,25.56,Male,80.7
182.8,26.06,Male,87.1
185.0,35.09,Male,120.1
171.0,30.43,Male,89.0
173.2,32.39,Male,97.2
188.3,29.74,Male,105.4
177.9,31.3,Male,99.1
181.5,28.5,Male,93.9
187.4,31.39,Male,110.2
188.4,28.19,Male,100.1
176.1,28.7,Male,89.0
177.4,26.31,Male,82.8
177.5,23.42,Male,73.8
178.8,23.53,Male,75.2
182.9,30.84,Male,103.2
183.6,28.11,Male,94.8
198.0,28.46,Male,111.6
175.2,21.43,Male,65.8
182.7,24.69,Male,82.4
184.0,27.97,Male,94.7
187.2,31.25,Male,109.5
184.2,28.73,Male,97.5
178.7,20.22,Male,64.6
187.4,28.54,Male,100.2
173.3,29.99,Male,90.1
189.4,23.04,Male,82.6
188.3,30.28,Male,107.4
181.8,24.4,Male,80.6
189.6,28.55,Male,102.6
186.6,21.29,Male,74.1
178.2,23.48,Male,74.6
185.9,26.35,Male,91.1
190.2,28.27,Male,102.3
179.4,27.66,Male,89.0
181.6,30.33,Male,100.0
167.5,30.83,Male,86.5
189.6,21.86,Male,78.6
182.4,33.3,Male,110.8
178.2,29.81,Male,94.7
171.5,29.56,Male,86.9
188.4,25.4,Male,90.2
170.8,35.89,Male,104.7
185.2,21.56,Male,73.9
180.6,20.8,Male,67.8
176.5,23.18,Male,72.2
189.4,29.92,Male,107.3
177.4,30.63,Male,96.4
173.0,25.89,Male,77.5
186.8,31.1,Male,108.5
172.2,22.77,Male,67.5
182.0,25.57,Male,84.7
173.2,29.42,Male,88.3
175.0,26.45,Male,81.0
176.4,22.03,Male,68.6
177.5,25.42,Male,80.1
179.5,35.29,Male,113.7
182.8,33.96,Male,113.5
186.7,20.92,Male,72.9
179.6,25.77,Male,83.1
183.6,24.8,Male,83.6
173.5,30.29,Male,91.2
184.8,32.83,Male,112.1
176.9,27.56,Male,86.2
173.2,29.35,Male,88.0
170.4,30.64,Male,89.0
179.4,25.54,Male,82.2
168.9,27.78,Male,79.2
187.9,25.63,Male,90.5
180.8,29.82,Male,97.5
172.5,26.7,Male,79.4
169.9,32.46,Male,93.7
174.6,31.47,Male,95.9
199.6,30.34,Male,120.9
167.1,26.69,Male,74.5
191.1,28.07,Male,102.5
186.1,26.26,Male,90.9
180.3,18.04,Male,58.6
177.2,30.34,Male,95.3
183.1,31.53,Male,105.7
161.9,32.22,Male,84.5
175.3,31.7,Male,97.4
199.0,22.88,Male,90.6
185.6,22.55,Male,77.7
181.4,25.68,Male,84.5
181.1,27.34,Male,89.7
183.3,26.33,Male,88.5
179.2,31.61,Male,101.5
177.6,35.25,Male,111.2
190.7,25.69,Male,93.4
180.9,29.81,Male,97.6
176.2,22.93,Male,71.2
178.8,32.46,Male,103.8
168.9,32.55,Male,92.9
175.4,25.82,Male,79.4
177.1,30.16,Male,94.6
178.7,30.52,Male,97.5
181.8,16.81,Male,55.6
180.5,30.83,Male,100.4
170.6,25.18,Male,73.3
179.3,26.31,Male,84.6
176.8,22.38,Male,70.0
174.3,26.72,Male,81.2
190.5,23.4,Male,84.9
160.4,29.78,Male,76.6
170.0,25.29,Male,73.1
180.9,35.65,Male,116.7
183.1,26.97,Male,90.4
170.7,25.9,Male,75.5
182.7,34.91,Male,116.5
180.4,30.46,Male,99.1
183.1,28.39,Male,95.2
188.0,25.07,Male,88.6
189.0,21.46,Male,76.7
194.0,25.04,Male,94.2
172.6,31.1,Male,92.6
177.3,27.86,Male,87.6
174.3,23.09,Male,70.1
192.6,33.17,Male,123.0
180.1,20.43,Male,66.3
176.3,36.78,Male,114.3
187.6,25.27,Male,88.9
182.1,29.88,Male,99.1
173.0,23.16,Male,69.3
172.8,24.22,Male,72.3
188.2,25.71,Male,91.1
185.9,26.05,Male,90.0
181.7,28.92,Male,95.5
174.0,32.62,Male,98.8
179.0,23.67,Male,75.8
176.4,27.95,Male,87.0
184.3,30.23,Male,102.7
192.4,33.89,Male,125.5
177.5,29.87,Male,94.1
177.1,29.07,Male,91.2
179.6,30.44,Male,98.2
179.4,39.05,Male,125.7
188.0,28.0,Male,99.0
180.0,27.15,Male,88.0
189.9,33.2,Male,119.7
175.1,31.57,Male,96.8
177.1,23.55,Male,73.9
181.1,31.76,Male,104.2
177.9,28.96,Male,91.7
175.4,28.85,Male,88.8
188.6,33.67,Male,119.8
183.6,28.95,Male,97.6
186.5,21.92,Male,76.2
177.1,35.3,Male,110.7
188.6,37.74,Male,134.2
182.5,25.1,Male,83.6
180.7,25.42,Male,83.0
192.5,25.65,Male,95.0
189.2,30.33,Male,108.6
175.9,23.47,Male,72.6
169.8,31.06,Male,89.6
180.5,30.12,Male,98.1
174.6,22.33,Male,68.1
180.0,25.45,Male,82.5
187.4,25.62,Male,90.0
201.0,25.49,Male,103.0
188.7,27.84,Male,99.1
190.6,33.39,Male,121.3
178.0,21.74,Male,68.9
192.2,27.97,Male,103.3
184.6,27.2,Male,92.7
185.2,21.73,Male,74.5
174.0,28.62,Male,86.6
172.2,31.17,Male,92.4
160.8,38.2,Male,98.8
181.5,28.69,Male,94.5
186.6,29.18,Male,101.6
171.2,24.91,Male,73.0
182.5,25.02,Male,83.3
185.4,34.68,Male,119.2
177.8,32.33,Male,102.2
180.6,24.69,Male,80.5
165.2,25.83,Male,70.5
187.1,27.95,Male,97.8
174.0,27.31,Male,82.7
177.1,30.93,Male,97.0
182.1,29.16,Male,96.7
192.7,37.94,Male,140.9
177.7,31.35,Male,99.0
178.9,24.53,Male,78.5
185.1,27.3,Male,93.5
176.6,30.76,Male,95.9
181.7,28.6,Male,94.4
192.0,26.27,Male,96.8
185.7,28.33,Male,97.7
186.7,28.86,Male,100.6
181.6,19.86,Male,65.5
180.9,28.58,Male,93.5
178.6,29.56,Male,94.3
186.7,34.3,Male,119.6
178.1,27.23,Male,86.4
173.4,28.4,Male,85.4
183.3,19.39,Male,65.1
189.2,31.56,Male,113.0
172.2,31.04,Male,92.0
176.6,28.01,Male,87.4
194.1,24.94,Male,94.0
190.7,28.07,Male,102.1
181.7,30.42,Male,100.4
181.9,27.19,Male,90.0
172.7,25.63,Male,76.4
183.3,24.25,Male,81.5
180.7,23.14,Male,75.6
182.8,28.94,Male,96.7
184.1,25.6,Male,86.8
169.9,31.13,Male,89.9
186.3,32.14,Male,111.6
180.1,24.33,Male,78.9
184.6,26.31,Male,89.7
177.6,29.46,Male,92.9
179.0,25.75,Male,82.5
188.7,25.69,Male,91.5
186.9,24.22,Male,84.6
174.5,29.86,Male,90.9
175.4,21.91,Male,67.4
183.9,22.36,Male,75.6
182.6,17.77,Male,59.3
173.4,30.75,Male,92.5
169.8,26.98,Male,77.8
182.4,30.73,Male,102.2
187.5,27.73,Male,97.5
184.1,25.87,Male,87.7
175.1,32.37,Male,99.2
186.7,22.94,Male,80.0
187.0,33.17,Male,116.0
181.3,23.89,Male,78.5
191.4,28.86,Male,105.7
181.8,28.78,Male,95.1
168.1,23.14,Male,65.4
175.8,28.28,Male,87.4
173.1,31.12,Male,93.2
178.7,35.03,Male,111.9
202.9,25.53,Male,105.1
176.6,30.64,Male,95.6
180.9,26.75,Male,87.5
191.6,39.92,Male,146.5
184.5,25.02,Male,85.2
194.8,27.11,Male,102.9
165.7,28.32,Male,77.8
178.7,27.8,Male,88.8
177.7,24.65,Male,77.8
182.8,24.57,Male,82.1
181.4,33.19,Male,109.2
190.7,27.39,Male,99.6
168.1,29.06,Male,82.1
184.7,27.99,Male,95.5
178.2,20.74,Male,65.9
181.0,35.09,Male,115.0
180.4,32.31,Male,105.2
185.4,32.9,Male,113.1
177.8,27.99,Male,88.5
179.4,25.91,Male,83.4
186.0,20.99,Male,72.6
182.9,22.46,Male,75.1
176.4,27.21,Male,84.7
179.1,25.81,Male,82.8
194.2,26.2,Male,98.8
188.1,21.35,Male,75.5
179.3,25.99,Male,83.6
190.0,27.63,Male,99.7
195.3,28.04,Male,107.0
182.0,31.73,Male,105.1
182.6,28.82,Male,96.1
186.0,23.85,Male,82.5
172.3,21.87,Male,64.9
194.8,30.44,Male,115.5
173.4,27.94,Male,84.0
180.6,27.49,Male,89.7
180.4,30.68,Male,99.8
173.8,26.7,Male,80.7
185.3,31.99,Male,109.8
180.2,36.63,Male,118.9
185.6,23.09,Male,79.5
182.7,25.69,Male,85.8
178.5,26.52,Male,84.5
175.1,28.05,Male,86.0
184.4,29.01,Male,98.6
170.9,28.79,Male,84.1
188.0,30.41,Male,107.5
188.8,23.77,Male,84.7
173.8,21.24,Male,64.2
186.2,25.53,Male,88.5
168.7,31.31,Male,89.1
176.8,30.57,Male,95.6
173.6,31.2,Male,94.0
181.6,35.9,Male,118.4
188.1,30.78,Male,108.9
177.6,25.38,Male,80.1
186.4,30.86,Male,107.2
172.7,25.71,Male,76.7
191.4,26.99,Male,98.9
181.2,32.34,Male,106.2
195.8,23.04,Male,88.3
193.5,33.19,Male,124.3
181.1,28.98,Male,95.0
177.4,25.64,Male,80.7
183.6,29.78,Male,100.4
173.9,22.88,Male,69.2
182.9,20.36,Male,68.1
177.2,27.46,Male,86.2
182.3,28.65,Male,95.2
181.9,26.78,Male,88.6
177.8,27.21,Male,86.0
166.9,20.93,Male,58.3
188.4,30.04,Male,106.6
171.2,28.74,Male,84.2
186.9,22.79,Male,79.6
184.6,24.47,Male,83.4
179.4,30.87,Male,99.4
188.5,26.49,Male,94.1
180.0,27.11,Male,87.8
186.0,33.11,Male,114.5
187.5,27.66,Male,97.2
186.3,30.94,Male,107.4
184.3,22.59,Male,76.7
177.6,29.22,Male,92.2
182.0,21.23,Male,70.3
173.7,20.89,Male,63.0
184.9,26.82,Male,91.7
170.4,30.98,Male,90.0
184.7,22.83,Male,77.9
190.6,18.73,Male,68.0
179.2,27.99,Male,89.9
184.4,30.07,Male,102.2
170.3,32.46,Male,94.1
184.2,32.54,Male,110.4
189.0,26.45,Male,94.5
183.6,27.54,Male,92.8
181.6,25.69,Male,84.7
182.4,21.0,Male,69.9
183.5,25.88,Male,87.1
171.6,27.36,Male,80.6
169.0,31.89,Male,91.1
176.9,24.1,Male,75.4
189.4,29.05,Male,104.2
193.7,25.23,Male,94.7
183.6,25.5,Male,86.0
182.3,26.68,Male,88.7
182.6,25.62,Male,85.4
182.3,27.57,Male,91.6
179.9,31.77,Male,102.8
179.8,21.08,Male,68.1
179.2,24.41,Male,78.4
172.4,24.66,Male,73.3
173.1,25.73,Male,77.1
184.7,22.92,Male,78.2
176.1,33.94,Male,105.3
183.5,26.8,Male,90.2
174.4,27.97,Male,85.1
186.3,26.05,Male,90.4
186.6,25.06,Male,87.3
186.1,29.27,Male,101.4
174.3,29.78,Male,90.5
191.4,36.02,Male,132.0
176.7,26.28,Male,82.1
180.6,31.4,Male,102.4
181.6,23.77,Male,78.4
178.8,25.04,Male,80.1
179.5,34.74,Male,111.9
187.2,23.96,Male,84.0
178.4,33.67,Male,107.2
170.9,29.58,Male,86.4
190.1,25.77,Male,93.1
176.1,32.08,Male,99.5
171.5,27.01,Male,79.4
188.3,30.9,Male,109.6
172.4,25.3,Male,75.2
186.7,35.63,Male,124.2
184.5,18.96,Male,64.5
173.0,28.72,Male,86.0
177.4,21.09,Male,66.4
179.0,22.32,Male,71.5
174.7,31.48,Male,96.1
168.6,31.64,Male,89.9
185.4,22.68,Male,78.0
191.2,27.67,Male,101.2
169.4,27.13,Male,77.9
184.9,29.11,Male,99.5
181.1,30.51,Male,100.1
178.9,26.89,Male,86.1
192.9,24.23,Male,90.2
175.0,30.83,Male,94.4
180.0,26.72,Male,86.6
185.6,25.54,Male,88.0
186.0,26.74,Male,92.5
187.4,29.1,Male,102.2
181.9,29.59,Male,97.9
175.3,32.8,Male,100.8
178.8,27.87,Male,89.1
180.8,20.19,Male,66.0
201.5,30.25,Male,122.8
171.4,28.08,Male,82.5
171.1,26.26,Male,76.9
173.0,34.48,Male,103.2
177.7,30.39,Male,96.0
174.5,24.55,Male,74.8
195.3,23.28,Male,88.8
192.0,30.02,Male,110.7
177.3,28.0,Male,88.0
174.0,29.38,Male,89.0
172.1,23.17,Male,68.6
175.7,27.19,Male,83.9
177.4,26.2,Male,82.5
179.7,28.97,Male,93.6
176.2,32.52,Male,101.0
183.2,28.82,Male,96.7
170.3,14.99,Male,43.5
181.9,25.86,Male,85.6
170.6,25.12,Male,73.1
178.5,23.27,Male,74.1
180.7,31.86,Male,104.0
174.8,23.69,Male,72.4
175.2,26.94,Male,82.7
171.2,25.75,Male,75.5
183.4,29.73,Male,100.0
179.9,19.54,Male,63.2
190.3,27.61,Male,100.0
186.0,28.51,Male,98.6
184.8,19.75,Male,67.4
200.0,30.8,Male,123.2
178.7,22.61,Male,72.2
184.2,31.37,Male,106.4
179.3,22.61,Male,72.7
181.1,27.61,Male,90.6
190.1,20.76,Male,75.0
185.8,25.18,Male,86.9
181.6,28.69,Male,94.6
187.7,21.47,Male,75.6
178.5,28.57,Male,91.0
186.2,27.55,Male,95.5
198.0,23.65,Male,92.7
180.3,31.1,Male,101.1
176.7,28.6,Male,89.3
178.3,26.52,Male,84.3
179.8,23.91,Male,77.3
176.8,20.71,Male,64.7
188.8,29.97,Male,106.8
179.9,22.8,Male,73.8
173.3,28.07,Male,84.3
174.2,25.85,Male,78.4
173.9,28.73,Male,86.9
182.3,23.29,Male,77.4
174.4,31.09,Male,94.6
178.7,24.83,Male,79.3
183.2,23.71,Male,79.6
186.0,26.5,Male,91.7
177.4,35.92,Male,113.0
182.8,32.35,Male,108.1
194.4,30.51,Male,115.3
188.0,31.95,Male,112.9
186.0,27.81,Male,96.2
194.2,30.35,Male,114.5
181.2,25.03,Male,82.2
179.3,23.68,Male,76.1
175.0,27.58,Male,84.5
177.4,24.93,Male,78.5
173.9,29.68,Male,89.8
176.1,29.63,Male,91.9
194.5,19.25,Male,72.8
179.0,29.06,Male,93.1
171.4,27.53,Male,80.9
167.2,30.1,Male,84.1
179.1,24.07,Male,77.2
187.2,34.24,Male,120.0
188.9,24.8,Male,88.5
179.5,29.27,Male,94.3
176.4,28.22,Male,87.8
184.3,25.94,Male,88.1
176.7,19.83,Male,61.9
180.4,24.41,Male,79.4
191.5,28.81,Male,105.7
185.1,22.0,Male,75.4
185.5,31.91,Male,109.8
188.8,40.0,Male,142.6
